InvestigationID,NoComplaintsReportedNHTSA,NoCrashesFiresReportedNHTSA,NoInjuryIncidentsReportedNHTSA,NoInjuriesReportedNHTSA,NoFatalityIncidentsReportedNHTSA,NoFatalitiesReportedNHTSA,NoOtherFailuresReportedNHTSA,NoComplaintsReportedMfr,NoCrashesFiresReportedMfr,NoInjuryIncidentsReportedMfr,NoInjuriesReportedMfr,NoFatalityIncidentsReportedMfr,NoFatalitiesReportedMfr,NoOtherFailuresReportedMfr,NoComplaintsReported,NoCrashesFiresReported,NoInjuryIncidentsReported,NoInjuriesReported,NoFatalityIncidentsReported,NoFatalitiesReported,NoOtherFailuresReported,Population,InvestigationType,PDSentiment,SummarySentiment,NoPDUptoQuarter,NoDIUptoQuarter,NoIIUptoQuarter,NoIDUptoQuarter,Data,OpenedYear,ClosedYear
PE16001,464,0,1,1,0,,0,500,0,0,0,0,,1513,882,0,1,1,0,,1513,551292,Preliminary Evaluation,,-.9687,12046,9,646,101999,,2016,2016
PE16002,39,8,1,6,0,,,0,0,0,0,0,,,39,8,1,6,0,,,1015,Preliminary Evaluation,0,-.9493,0,0,0,0,,2016,2016
PE16003,82,5,0,0,0,,,314,8,1,1,0,,,380,12,1,1,0,,,419151,Preliminary Evaluation,-.8126,-.9921,2217,2,75,10855,,2016,2016
PE16004,2,0,0,,0,,0,0,0,0,,0,,66,2,0,0,,0,,66,10351,Preliminary Evaluation,0,-.9325,0,0,0,0,,2016,2016
PE16005,0,0,0,,0,,0,4,1,0,,0,,1852,4,0,0,,0,,1852,193862,Preliminary Evaluation,,-.992,415,5,25,231,,2016,2017
PE16006,194,0,0,,0,,0,973,0,0,,0,,914,958,0,0,,0,,914,133279,Preliminary Evaluation,-.34,-.9994,2381,5,49,5399,,2016,2016
PE16007,0,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,43781,Preliminary Evaluation,-.7506,-.9997,34,3,17,62,,2016,2017
PE16008,791,3,23,39,0,,2,2051,1,0,0,0,,0,2719,3,23,39,0,,2,638612,Preliminary Evaluation,-.7184,-.9081,6623,4,363,48189,,2016,2017
PE16009,145,11,5,5,0,,0,420,31,6,6,0,,26,565,31,8,8,0,,26,174636,Preliminary Evaluation,-.6969,-.7003,0,0,5,18,,2016,2018
PE16010,5,0,0,,0,,0,69,0,0,,0,,42,74,0,0,,0,,42,7742,Preliminary Evaluation,0,-.9702,264,0,18,811,,2016,2017
PE16011,718,13,5,7,0,,0,1851,12,1,1,0,,1720,2217,13,5,7,0,,1720,262599,Preliminary Evaluation,-.3182,-.9849,3062,2,96,14151,,2016,2017
PE16012,1983,0,1,1,0,,0,1418,0,1,1,0,,33074,2676,0,1,1,0,,33074,440522,Preliminary Evaluation,-.34,-.925,4832,2,97,14811,,2016,2017
PE16013,3,0,0,,0,,,33,0,0,,0,,,33,0,0,,0,,,54751,Preliminary Evaluation,0,-.9678,0,4,12,322,,2016,2017
PE16015,6,6,3,,0,,,11,10,0,,0,,,15,14,3,,0,,,48954,Preliminary Evaluation,0,-.9992,217,1,3,5,,2016,2020
PE16016,14,14,0,0,0,,,18,18,1,1,0,,,27,27,1,1,0,,,42992,Preliminary Evaluation,-.34,-.9666,46,5,17,977,,2016,2017
PE16017,544,26,3,3,0,,,244,7,0,0,0,,,735,30,3,0,0,,,474862,Preliminary Evaluation,-.4939,-.9353,8156,7,143,24238,,2016,2018
PE16018,2,0,1,1,0,,,2,0,1,1,0,,,2,0,1,1,0,,,313000,Preliminary Evaluation,-.4939,-.9360000000000001,543,1,59,2528,,2016,2017
PE17001,5,0,0,,0,,0,21,3,0,,0,,29,26,3,0,,0,,29,2404,Preliminary Evaluation,-.296,-.9612000000000001,0,0,0,0,,2017,2017
PE17002,175,5,1,,0,,0,367,10,2,,0,,103,484,14,3,,0,,103,108409,Preliminary Evaluation,-.5266999999999999,-.968,63,0,11,274,,2017,2018
PE17003,64,0,0,0,0,,0,586,0,2,2,0,,2464,638,15,2,2,0,,2464,104267,Preliminary Evaluation,-.891,-.9902,421,0,19,5390,,2017,2017
PE17004,0,0,0,,0,,4,54,0,0,,0,,1142,54,0,0,,0,,1146,12956,Preliminary Evaluation,-.7964,-.9769,86,0,3,11,,2017,2018
PE17005,1,0,0,,1,,1,0,0,0,,0,,0,1,0,0,,1,,1,10658,Preliminary Evaluation,-.5106000000000001,-.9826,0,0,0,0,,2017,2019
PE17006,0,0,0,,0,,7,0,0,0,,0,,96,0,0,0,,0,,96,1475,Preliminary Evaluation,-.765,-.9661,0,4,39,1,,2017,2018
PE17007,39,0,0,0,0,,0,47,2,1,1,0,,722,86,0,0,0,0,,720,839015,Preliminary Evaluation,0,-.7691,5182,7,117,15900,,2017,2018
PE17008,0,4,0,,0,,4,0,,0,,0,,,0,,0,,0,,,,Preliminary Evaluation,-.7096,-.9846,0,2,14,2,,2017,2018
PE18002,13,0,0,,0,,2,101,0,0,,0,,0,111,0,0,,0,,2,12383,Preliminary Evaluation,-.5423,-.9883,2,0,4,5,,2018,2019
PE18003,4,4,2,2,3,4,,8,8,6,6,5,5,,8,8,6,6,4,4,,1087000,Preliminary Evaluation,-.7096,-.9993,3367,28,371,14968,,2018,2019
PE18004,2,0,0,,0,,0,19,1,0,,0,,,21,1,0,,0,,,,Preliminary Evaluation,-.836,-.9852,3041,44,136,1174,,2018,2020
PE18005,2,0,0,,0,,2,5,1,0,,0,,23,6,1,0,,0,,24,708067,Preliminary Evaluation,-.296,-.9826,24175,5,539,240986,,2018,2018
PE18006,40,0,0,,0,,30,13,0,0,,0,,68,53,0,0,,0,,98,84641,Preliminary Evaluation,-.6908,-.9325,183,1,33,786,,2018,2018
PE18008,16,16,1,3,0,,,34,34,0,0,0,,,32,32,1,0,0,,,1507056,Preliminary Evaluation,-.6249,-.5574,3197,3,159,22001,,2018,2018
PE18009,5,0,0,,0,,,5,0,0,,0,,,5,0,0,,0,,,886,Preliminary Evaluation,0,-.9186,0,2,1,15,,2018,2019
PE18010,4,0,0,,0,,2,0,0,0,,0,,0,0,0,0,,0,,0,3868,Preliminary Evaluation,-.9282,-.9829,188,0,4,148,,2018,2019
PE18011,46,0,0,,0,,,,0,0,,0,,,,0,0,,0,,,231664,Preliminary Evaluation,0,-.8658,7830,1,62,8272,,2018,2019
PE18013,91,0,0,,0,,,48,0,0,,0,,,139,0,0,,0,,,2043354,Preliminary Evaluation,-.296,-.9876,1666,15,164,4991,,2018,2019
PE18014,7,0,0,,0,,0,26,0,0,,0,,204,33,0,0,,0,,204,30426,Preliminary Evaluation,-.7003,-.9883,158,0,0,0,,2018,2020
PE18015,1,0,0,,0,,1,0,0,0,,0,,0,0,0,0,,0,,0,1035,Preliminary Evaluation,-.0258,-.9781,0,0,0,0,,2018,2019
PE18016,4,1,1,1,0,,,48,13,1,1,0,,,50,13,1,1,0,,,795575,Preliminary Evaluation,-.3182,-.9954,0,0,0,0,,2018,2019
PE19001,6,0,0,,0,,5,6,0,0,,0,,16,8,0,0,,0,,21,7700,Preliminary Evaluation,-.128,-.9701,4881,0,9,3921,,2019,2019
PE19002,12,0,0,,0,,0,20,0,0,,0,,15,20,0,0,,0,,15,3041,Preliminary Evaluation,-.9313,-.9494,0,0,0,0,,2019,2019
PE19006,5,0,3,7,0,,0,6,0,2,3,0,,38,11,0,5,10,0,,38,104360,Preliminary Evaluation,-.2052,-.9801,771,1,40,871,,2019,2021
PE19008,3,0,0,,0,,,24,0,0,,0,,,25,0,0,,0,,,11463,Preliminary Evaluation,0,-.8718,0,0,0,0,,2019,2019
PE19009,115,0,0,,0,,0,1844,0,0,,0,,13439,1937,0,0,,0,,13439,924737,Preliminary Evaluation,0,-.9929,1995,8,208,14788,,2019,2020
PE19011,78,0,0,,0,,0,285,0,0,,0,,1431,356,0,0,,0,,1431,532439,Preliminary Evaluation,.34,-.9792999999999999,19510,6,375,154010,,2019,2021
PE19015,20,0,0,,0,,0,43,0,0,,0,,41,52,0,0,,0,,41,20474,Preliminary Evaluation,0,-.9935,64,0,4,84,,2019,2020
PE19016,2,0,0,,0,,1,2,0,0,,0,,0,2,0,0,,0,,1,6,Preliminary Evaluation,-.5574,-.91,0,0,0,0,,2019,2020
PE20001,0,0,0,,0,,1,0,0,0,,0,,,0,0,0,,0,,,1745,Preliminary Evaluation,-.3182,-.9552,1,0,0,0,,2020,2020
PE20002,14,0,0,,0,,0,17,0,0,,0,,1,29,0,0,,0,,1,9392,Preliminary Evaluation,-.5859,.0258,0,0,0,0,,2020,2020
PE20004,0,0,0,,0,,4,2,0,0,,0,,,2,0,0,,0,,,2040,Preliminary Evaluation,-.7964,-.9831,0,0,0,0,,2020,2020
PE20007,2,0,0,,0,,0,130,0,0,,0,,266,132,0,0,,0,,266,22274,Preliminary Evaluation,-.765,-.9781,189,0,0,0,,2020,2020
PE20010,537,0,0,,0,,0,2399,0,0,,0,,12523,2936,0,0,,0,,12523,158716,Preliminary Evaluation,,-.9911,184,13,68,384,,2020,2020
PE20013,34,0,0,,0,,0,123,0,0,,0,,83,123,0,0,,0,,83,2676,Preliminary Evaluation,-.5266999999999999,-.9705,0,0,6,22,,2020,2021
PE20014,74,0,0,,0,,0,358,0,0,,0,,0,432,0,0,,0,,6320,49293,Preliminary Evaluation,-.8748,-.975,0,0,0,0,,2020,2021
PE20017,0,0,0,,0,,1,0,0,0,,0,,,0,0,0,0,0,,,4043,Preliminary Evaluation,-.5423,,0,0,0,0,,2020,2021
RQ09001,9,0,0,,0,,0,99,0,0,,0,,2760,108,0,0,,0,,2760,324547,Recall Query,-.3818,-.9011,13701,15,135,64704,,2009,2009
RQ09002,11,11,0,0,0,0,0,80,80,1,1,0,0,0,86,86,1,1,0,0,0,542018,Recall Query,,-.7964,13020,28,366,120922,,2009,2010
RQ09003,58,0,0,0,0,0,0,987,0,0,0,0,0,11400,1045,0,0,0,0,0,11400,497909,Recall Query,-.8225,-.9913999999999999,6697,28,364,120189,,2009,2010
RQ09004,0,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,400000,Recall Query,-.8401999999999999,-.8481,210,14,343,31795,,2009,2010
RQ10001,1,0,0,,0,,2,1,0,0,,0,,0,1,0,0,,0,,2,1500,Recall Query,0,-.6486,0,0,0,0,,2010,2010
RQ10002,6,0,0,,0,,2,10,0,0,,0,,0,16,0,0,,0,,2,1895,Recall Query,-.4215,-.296,0,0,1,1,,2010,2010
RQ10003,0,0,0,,0,,0,0,0,0,,0,,0,0,0,0,,0,,0,2170000,Recall Query,0,.4939,33629,32,531,185647,,2010,2011
RQ10004,846,1,0,0,0,,0,3489,15,2,2,0,,17385,4151,16,2,2,0,,17385,382474,Recall Query,-.0258,-.992,0,0,0,0,,2010,2011
RQ11001,1,0,0,,0,,0,4,0,0,,0,,1782,5,0,0,,0,,1782,81531,Recall Query,-.5106000000000001,-.7717000000000001,214,9,26,62,,2011,2012
RQ12001,0,0,0,,0,,0,,0,0,,0,,,,0,0,,0,,,17209,Recall Query,-.7003,-.6705,101,0,2,12,,2012,2013
RQ13001,314,1,0,,0,,0,1104,1,0,,0,,14447,1305,2,0,,0,,0,551511,Recall Query,-.2769,-.9534,24329,22,405,174234,,2013,2013
RQ13002,0,0,0,,0,,0,221,0,0,,0,,2247,221,0,0,,0,,2247,467867,Recall Query,-.4019,-.9906,6409,3,287,171882,,2013,2014
RQ13003,0,0,0,,0,,0,234,2,0,,0,,104,234,2,0,,0,,104,52563,Recall Query,-.34,-.9854000000000001,3792,1,16,9335,,2013,2014
RQ13004,0,0,0,,0,,1,0,0,0,,0,,1,0,0,0,,0,,2,51962,Recall Query,-.4215,-.1531,13,0,10,166,,2013,2014
RQ14001,9,0,2,2,0,,,12,0,4,4,0,,,21,0,6,6,0,,,744822,Recall Query,0,.8561,8865,25,397,133959,,2014,2015
RQ14002,23,0,0,,0,,,66,1,0,,0,,,89,1,0,,0,,,702578,Recall Query,-.296,.9393,9596,12,384,90688,,2014,2015
RQ14003,0,0,2,6,0,,3,0,0,0,0,0,,0,0,0,2,6,0,,3,155,Recall Query,-.4588,-.9530999999999999,0,0,0,0,,2014,2014
RQ14004,2,0,0,,0,,0,12,0,0,,0,,14,12,0,0,,0,,14,26047,Recall Query,0,-.9510999999999999,0,0,0,0,,2014,2015
RQ14005,77,0,0,,0,,0,376,0,0,,0,,21226,433,0,0,,0,,21226,555985,Recall Query,-.7178,-.9823,13278,9,133,15980,,2015,2016
RQ15001,208,0,0,0,0,,0,1121,2,1,1,0,,3283,1271,2,1,1,0,,3283,986826,Recall Query,,-.9485,818,6,70,1152,,2015,2015
RQ15002,6,0,0,,0,,,6,0,0,,0,,,6,0,0,,0,,,28000,Recall Query,-.5106000000000001,-.9423,0,0,0,0,,2015,2015
RQ15003,43,43,8,8,0,,,196,196,2,2,0,,,202,202,10,10,0,,,661888,Recall Query,-.5106000000000001,.7269,6875,2,174,63824,,2015,2016
RQ15004,0,0,0,,0,,1,0,0,0,,0,,29,0,0,0,,0,,30,1424519,Recall Query,.5859,-.7927999999999999,5956,10,328,131252,,2015,2016
RQ16001,286,5,1,2,0,,,689,9,1,1,0,,,975,14,2,3,0,,,254022,Recall Query,-.3182,-.0772,3770,4,145,19595,,2016,2020
RQ17001,1,1,0,,1,2,,0,2,0,,1,2,,1,2,0,,1,2,,127674,Recall Query,-.3103,-.992,306,4,11,126,,2017,2017
RQ17002,469,5,1,2,0,0,,,,,,,,,,,,,,,,,Recall Query,-.7717000000000001,-.9072,48831,71,569,412454,,2017,2021
RQ17005,5,0,1,1,0,,0,39,1,0,0,0,,564,41,1,1,1,0,,564,119183,Recall Query,-.5106000000000001,-.7737000000000001,0,1,0,5,,2017,2018
RQ17006,5,0,1,1,0,,,0,0,0,0,0,,,0,0,0,0,0,,,17469,Recall Query,-.0516,-.2732,0,0,0,0,,2017,2018
RQ17007,0,0,0,,0,,0,0,0,0,,0,,,0,0,0,,0,,,1105,Recall Query,.1531,-.9451000000000001,0,2,15,3,,2017,2018
RQ17008,0,0,0,,0,,0,0,0,0,,0,,3,0,0,0,,0,,0,1954,Recall Query,0,.7833,992,13,49,547,,2017,2018
RQ17009,158,0,0,,0,,0,700,0,0,,0,,2966,852,0,0,,0,,2966,415825,Recall Query,-.6124000000000001,-.9913,355,6,87,2847,,2017,2018
RQ17010,455,4,0,0,0,,0,783,6,3,3,0,,1206,1183,10,3,3,0,,1206,1375577,Recall Query,-.0423,-.9821,10271,12,230,34190,,2017,2019
RQ18001,31,0,0,,0,,,72,0,0,,0,,,93,0,0,,0,,,33214,Recall Query,-.3182,-.9657,0,0,0,0,,2018,2018
RQ18002,602,1,0,,0,,,1303,5,0,,0,,,1905,6,0,,0,,,1700000,Recall Query,,-.9909,35297,7,1194,688410,,2018,2019
RQ19001,348,2,0,,0,,0,924,5,0,,0,,,1176,7,0,,0,,,60681,Recall Query,-.3182,-.9666,3950,3,45,27411,,2019,2021
RQ19002,3,0,0,0,0,,,10,1,1,1,0,,,12,1,1,1,0,,,2108,Recall Query,-.7003,-.9081,0,0,0,0,,2019,2019
RQ19003,8,0,0,0,0,,0,63,0,2,2,0,,116,69,0,2,2,0,,116,1345693,Recall Query,0,-.9776,63638,24,1358,852178,,2019,2020
RQ19004,32,0,0,,0,,0,21,0,0,,0,,272,51,0,0,,0,,272,21686,Recall Query,-.1531,-.9723000000000001,112,2,3,6,,2019,2020
