InvestigationID,NoComplaintsReportedNHTSA,NoCrashesFiresReportedNHTSA,NoInjuryIncidentsReportedNHTSA,NoInjuriesReportedNHTSA,NoFatalityIncidentsReportedNHTSA,NoFatalitiesReportedNHTSA,NoOtherFailuresReportedNHTSA,NoComplaintsReportedMfr,NoCrashesFiresReportedMfr,NoInjuryIncidentsReportedMfr,NoInjuriesReportedMfr,NoFatalityIncidentsReportedMfr,NoFatalitiesReportedMfr,NoOtherFailuresReportedMfr,NoComplaintsReported,NoCrashesFiresReported,NoInjuryIncidentsReported,NoInjuriesReported,NoFatalityIncidentsReported,NoFatalitiesReported,NoOtherFailuresReported,Population,InvestigationType,PDSentiment,SummarySentiment,NoPDUptoQuarter,NoDIUptoQuarter,NoIIUptoQuarter,NoIDUptoQuarter,Data,OpenedYear,ClosedYear
PE19010,129,3,3,3,0,,,750,12,4,4,0,,,843,14,5,5,0,,,553860,Preliminary Evaluation,-.34,-.9704,259,5,24,790,Opened,2019,
PE19011,18,0,0,0,0,0,,,,,,,,,,,,,,,,281000,Preliminary Evaluation,.34,-.8442,10269,4,258,111362,Opened,2019,
PE19012,46,0,0,,0,,608,131,0,0,,0,,3255,152,0,0,,0,,3566,270000,Preliminary Evaluation,-.3182,-.8442,,,,,Opened,2019,
PE19013,17,0,0,0,0,0,,,,,,,,,,,,,,,,45861,Preliminary Evaluation,0,-.9217,7010,1,80,46999,Opened,2019,
PE19014,128,0,13,13,0,0,1,,,,,,,,,,,,,,,360000,Preliminary Evaluation,.4019,-.8934,6378,2,156,65634,Opened,2019,
PE19015,12,0,0,0,0,0,,,,,,,,,,,,,,,,19500,Preliminary Evaluation,0,-.9853,64,,4,84,Opened,2019,
PE19016,2,0,0,,0,,1,0,0,0,,0,,0,2,0,0,,0,,1,36,Preliminary Evaluation,-.5574,-.9784,,,,,Opened,2019,
PE19017,3,2,0,0,0,0,0,,,,,,,,,,,,,,,49358,Preliminary Evaluation,-.9042,-.9874000000000001,,,,,Opened,2019,
PE20001,0,0,0,0,0,0,1,,,,,,,,,,,,,,,1232,Preliminary Evaluation,-.3182,-.979,1,,,,Opened,2020,
PE20002,6,0,0,,0,,0,0,0,0,,0,,1,6,0,0,,0,,1,4827,Preliminary Evaluation,-.5859,-.8270999999999999,,,,,Opened,2020,
PE20003,4,2,1,1,0,,,,,,,,,,4,2,1,1,0,,,,Preliminary Evaluation,-.5859,-.9866,,,,,Opened,2020,
PE21001,7,0,0,0,0,0,0,,,,,,,,,,,,,,,5300,Preliminary Evaluation,0,,,,1,3,Opened,2021,
PE21002,0,0,0,0,0,0,1,,,,,,,,,,,,,,,121,Preliminary Evaluation,.4019,-.7096,,,,,Opened,2021,
PE21003,22,1,1,1,0,0,,,,,,,,,22,1,1,1,0,,,34357,Preliminary Evaluation,-.1531,-.9779,,2,9,25,Opened,2021,
PE21004,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,Preliminary Evaluation,-.7717000000000001,-.8463000000000001,3850,31,110,14518,Opened,2021,
PE21005,11,0,0,0,0,0,0,,,,,,,,11,,,,,,,1862103,Preliminary Evaluation,-.6705,-.8885,25195,17,1470,761691,Opened,2021,
PE21006,0,0,0,0,0,0,33,,,,,,,,,,,,,,,55552,Preliminary Evaluation,0,-.8401999999999999,847,23,68,551,Opened,2021,
PE21007,1,1,0,1,1,,,1,1,0,,1,1,,1,1,1,,1,,,80000,Preliminary Evaluation,-.7003,,,,,,Opened,2021,
PE21008,3,0,0,,0,,11,,,,,,,,3,0,0,,0,,,191502,Preliminary Evaluation,-.5423,-.9382,152,,60,3455,Opened,2021,
PE21009,58,0,0,0,0,0,3,,,,,,,,,,,,,,,23347,Preliminary Evaluation,-.743,,91,,1,82,Opened,2021,
PE21010,15,6,6,8,0,0,8,,,,,,,,,,,,,,,749312,Preliminary Evaluation,-.4019,,7532,4,161,36488,Opened,2021,
PE21011,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1795,Preliminary Evaluation,-.6369,-.9686,4,,,,Opened,2021,
PE21012,2,0,0,0,0,0,1,,,,,,,,2,,,,,,1,4849,Preliminary Evaluation,-.3182,-.9454,,1,,2,Opened,2021,
PE21013,8,0,0,,2,,2,,,,,,,,9,0,0,,0,,,12146,Preliminary Evaluation,-.3182,-.9744,,,,,Opened,2021,
RQ10001,1,0,0,0,0,0,2,,,,,,,,1,0,0,0,0,0,2,1500,Recall Query,0,.128,,,,,Opened,2010,
RQ10002,6,0,0,0,0,0,2,,,,,,,,6,0,0,0,0,0,2,4500,Recall Query,-.4215,-.5859,,,1,1,Opened,2010,
RQ10003,,,,,,,,,,,,,,,,,,,,,,7709749,Recall Query,-.3612,-.9837,21113,24,326,108752,Opened,2010,
RQ10004,633,4,1,1,0,,0,638,7,2,3,0,,1444,1234,11,3,4,0,,1444,384000,Recall Query,-.4939,-.9481000000000001,,,,,Opened,2010,
RQ11001,1,0,0,,0,,4,,,,,,,,,,,,,,,100000,Recall Query,-.5106000000000001,-.631,195,9,20,50,Opened,2011,
RQ12001,0,0,0,0,0,0,0,,,,,,,,,,,,,,,25000,Recall Query,-.7003,-.3182,71,,2,12,Opened,2012,
RQ13001,212,0,0,0,0,0,,,,,,,,,,,,,,,,550000,Recall Query,-.2769,-.5165,24329,22,405,174234,Opened,2013,
RQ13002,0,0,0,0,0,0,,,,,,,,,,,,,,,,400000,Recall Query,-.4019,.6705,4839,,190,78641,Opened,2013,
RQ13003,0,0,0,0,0,0,,,,,,,,,,,,,,,,42904,Recall Query,-.34,-.7964,2357,1,10,4549,Opened,2013,
RQ13004,0,0,0,0,0,0,,,,,,,,,,,,,,,,51962,Recall Query,-.4215,.9337,,,4,79,Opened,2013,
RQ14001,0,0,0,0,0,0,0,,,,,,,6,,,,,,,,744822,Recall Query,0,-.6643,9008,26,410,137898,Opened,2014,
RQ14002,23,0,0,0,0,0,,,,,,,,,,,,,,,,700000,Recall Query,-.4019,-.7269,8172,12,309,63975,Opened,2014,
RQ14003,0,0,2,6,0,,2,0,0,0,0,0,,0,0,0,2,6,0,,2,156,Recall Query,-.4588,-.9887,,,,,Opened,2014,
RQ14004,3,0,0,0,0,0,,,,,,,,,3,,,,,,,500,Recall Query,0,-.6249,,,,,Opened,2014,
RQ14005,30,0,0,0,0,0,,,,,,,,,,,,,,,,200000,Recall Query,-.7178,-.9709,10335,7,111,13332,Opened,2015,
RQ15001,124,0,0,0,0,0,,,,,,,,,,,,,,,,990000,Recall Query,,-.9153,818,6,72,1226,Opened,2015,
RQ15002,3,0,0,0,0,0,1,,,,,,,,3,,0,,,,1,28000,Recall Query,-.5106000000000001,-.8316,,,,,Opened,2015,
RQ15003,8,8,0,0,0,0,,,,,,,,,,,,,,,,661888,Recall Query,-.5106000000000001,-.8511,4935,,105,29163,Opened,2015,
RQ15004,0,0,0,0,0,0,1,,,,,,,,,,,,,,,1400000,Recall Query,.5859,-.8126,3316,2,125,44865,Opened,2015,
RQ16001,25,0,0,0,0,0,,,,,,,,,,,,,,,,282000,Recall Query,-.7717000000000001,-.9921,787,,40,6333,Opened,2016,
RQ17001,1,1,0,0,1,2,,,,,,,,,,,,,,,,50000,Recall Query,-.3103,-.9986,327,4,11,126,Opened,2017,
RQ17002,128,0,0,0,0,0,,,,,,,,,,,,,,,,317906,Recall Query,-.6808,-.9645,47790,72,562,409381,Opened,2017,
RQ17003,0,0,0,0,0,0,,,,,,,,,,,,,,,,618160,Recall Query,-.4588,-.9584,982,6,133,2119,Opened,2017,
RQ17004,0,0,0,0,0,0,,,,,,,,,,,,,,,,1042000,Recall Query,-.4588,-.8176,3089,15,243,10742,Opened,2017,
RQ17005,4,0,1,1,0,0,,,,,,,,,,,,,,,,75000,Recall Query,0,-.9687,,,,,Opened,2017,
RQ17006,2,0,1,1,0,0,,,,,,,,,,,,,,,,17469,Recall Query,-.0516,-.8659,,,,,Opened,2017,
RQ17007,0,0,0,0,0,0,0,,,,,,,,,,,,,,,200,Recall Query,.1531,-.6369,,4,28,4,Opened,2017,
RQ17008,0,0,0,0,0,0,0,,,,,,,3,,,,,,,,1954,Recall Query,0,-.6734,760,8,37,392,Opened,2017,
RQ17009,90,0,0,0,0,0,,,,,,,,,,,,,,,,415825,Recall Query,-.6124000000000001,-.9879,241,4,69,1928,Opened,2017,
RQ17010,123,2,0,,0,,,,,,,,,,123,2,0,,0,,,1375577,Recall Query,-.0423,-.7696,8395,6,205,31736,Opened,2017,
RQ18001,19,0,0,0,0,0,,,,,,,,,,,,,,,,29800,Recall Query,-.3182,-.9865,,,,,Opened,2018,
RQ18002,249,0,0,,0,,,,,,,,,,249,0,0,,0,,,1700000,Recall Query,,-.9607,30849,4,1068,645753,Opened,2018,
RQ19001,50,0,0,0,0,0,,,,,,,,,,,,,,,,115000,Recall Query,-.3182,-.9313,3242,2,39,26141,Opened,2019,
RQ19002,3,0,0,0,0,0,,,,,,,,,,,,,,,,2108,Recall Query,-.7003,-.9509,,,,,Opened,2019,
RQ19003,4,0,0,0,0,0,,,,,,,,,,,,,,,,1400000,Recall Query,0,-.7717000000000001,63150,24,1300,836533,Opened,2019,
RQ19004,30,0,0,0,0,0,1,,,,,,,,,,,,,,,21717,Recall Query,-.1531,-.93,105,2,2,5,Opened,2019,
RQ19005,235,0,2,2,0,0,,,,,,,,,,,,,,,,528305,Recall Query,-.5423,-.8126,44119,30,1201,176870,Opened,2019,
RQ21001,11,0,0,0,0,0,0,,,,,,,,,,,,,,,300000,Recall Query,0,-.4019,18778,5,118,12137,Opened,2021,
AQ09001,0,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,1000,Audit Query,.1779,-.3612,0,0,0,0,,2009,2009
AQ09002,,,,,,,,,,,,,,,,,,,,,,1493,Audit Query,-.128,.973,0,0,0,0,,2009,2018
AQ10001,,,,,,,,,,,,,,,,,,,,,,2946575,Audit Query,0,.9186,119866,200,3414,1759524,,2010,2015
AQ12001,,,,,,,,,,,,,,,,,,,,,,219446,Audit Query,-.0258,-.7561,26,3,70,496,,2012,2013
AQ12002,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.4215,.8779,5762,5,394,256951,,2012,2014
AQ12003,,,,,,,,,,,,,,,,,,,,,,28,Audit Query,.4215,.8779,62,0,0,0,,2012,2014
AQ14001,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.5994,.9246,5983,2,44,39955,,2014,2016
AQ14002,,,,,,,,,,,,,,,,,,,,,,926,Audit Query,-.6908,-.9516,0,0,0,0,,2014,2015
AQ14003,,,,,,,,,,,,,,,,,,,,,,971721,Audit Query,-.7003,.8165,0,3,8,44,,2014,2016
AQ14004,,,,,,,,,,,,,,,,,,,,,,2,Audit Query,-.5994,-.9655,151,5,213,18269,,2014,2016
AQ15001,,,,,,,,,,,,,,,,,,,,,,1368,Audit Query,.3612,.829,0,0,0,0,,2015,2017
AQ15002,,,,,,,,,,,,,,,,,,,,,,1332,Audit Query,.1027,-.644,0,0,0,0,,2015,2020
AQ15003,,,,,,,,,,,,,,,,,,,,,,11,Audit Query,.4215,.9805,0,0,0,0,,2015,2016
AQ15004,,,,,,,,,,,,,,,,,,,,,,30456,Audit Query,-.1531,-.6765,0,0,0,0,,2015,2017
AQ17001,,,,,,,,,,,,,,,,,,,,,,23,Audit Query,.7717000000000001,.9955000000000001,1407,2,46,7142,,2017,2018
AQ17002,,,,,,,,,,,,,,,,,,,,,,1,Audit Query,.4215,.7003,4013,1,160,107105,,2017,2020
AQ17004,,,,,,,,,,,,,,,,,,,,,,310,Audit Query,.6486,.9545,0,0,0,0,,2017,2020
AQ18004,,,,,,,,,,,,,,,,,,,,,,1419373,Audit Query,-.34,.9883,0,0,0,0,,2018,2020
DP09001,64,8,7,15,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230517,Defect Petition,-.2263,-.9769,0,0,0,0,,2009,2009
DP09002,15,0,0,,0,,,880,0,0,,0,,,895,0,0,,0,,,231717,Defect Petition,0,-.9493,0,0,2,35,,2009,2009
DP09004,15,0,0,,0,,0,144,0,0,,0,,0,147,0,0,,0,,176,125865,Defect Petition,-.2023,-.9426,2605,4,45,16220,,2009,2010
DP09005,12,12,5,9,1,1,10,0,0,0,0,0,0,0,12,12,5,9,1,1,10,3037000,Defect Petition,,-.9965000000000001,8223,41,305,117261,,2009,2010
DP09006,10,3,0,,0,,2,0,0,0,,0,,0,10,3,0,,0,,2,58,Defect Petition,-.4019,-.9769,0,0,0,0,,2009,2015
DP10001,58,1,0,,0,,610,0,0,0,,0,,0,0,0,0,,0,,0,865000,Defect Petition,.2584,-.5574,49798,37,725,306219,,2010,2011
DP10002,0,0,0,,0,,1,1,0,0,,0,,0,1,0,0,,0,,1,3000,Defect Petition,-.5106000000000001,-.802,0,0,0,0,,2010,2011
DP10003,3,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,189000,Defect Petition,-.3182,-.9864000000000001,0,0,0,0,,2010,2010
DP10004,3,1,1,4,1,1,11,0,0,0,0,0,0,1,3,1,1,4,1,1,12,25000,Defect Petition,0,-.959,121,6,103,7691,,2010,2011
DP10005,5,0,0,,0,,0,0,0,0,,0,,0,5,0,0,,0,,0,30300,Defect Petition,-.3182,-.9716,2807,8,83,30322,,2010,2010
DP11001,10,10,3,5,0,,1,,,,,,,,10,10,3,5,0,,1,170356,Defect Petition,-.6486,-.9786,1634,2,57,26231,,2011,2011
DP12002,54,0,0,,0,,,186,0,0,,0,,,205,0,0,,0,,,87803,Defect Petition,-.34,-.9928,55,3,7,775,,2012,2012
DP12003,473,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,248453,Defect Petition,-.5266999999999999,-.9965000000000001,20084,0,265,136653,,2012,2014
DP12004,2505,4,0,,0,,,0,0,0,,0,,,2505,4,0,,0,,,857432,Defect Petition,-.765,-.4399,1473,20,95,1709,,2012,2016
DP12005,78,10,7,7,1,1,,0,0,0,0,0,0,,0,0,0,0,0,0,,680000,Defect Petition,-.4588,.1531,10954,24,327,94308,,2012,2012
DP12006,123,0,0,0,0,,0,1472,3,1,1,0,,27505,1448,3,1,1,0,,27505,1600000,Defect Petition,-.7579,-.9898,14306,19,297,60937,,2012,2013
DP13001,25,0,0,,0,,,0,0,0,,0,,,25,0,0,,0,,,660000,Defect Petition,0,-.9186,26122,21,679,298391,,2013,2020
DP13002,1,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,23920,Defect Petition,-.6249,-.9766,1329,0,9,2641,,2013,2014
DP14001,1,1,1,2,0,,,1,1,1,2,0,,,1,1,1,2,0,,,320000,Defect Petition,-.7184,-.9856,7179,9,382,296330,,2014,2017
DP14002,161,0,0,,0,,,632,0,0,,0,,,720,0,0,,0,,,1855333,Defect Petition,-.2023,-.6969,18609,71,829,239869,,2014,2015
DP14003,1,1,0,,0,,105,0,0,0,,0,,0,1,1,0,,0,,105,1690000,Defect Petition,-.8126,-.7003,20903,63,1509,705816,,2014,2015
DP14004,76,0,0,,0,,223,0,0,0,,0,,0,76,0,0,,0,,223,4737158,Defect Petition,-.8481,-.9847,35619,27,887,217464,,2014,2015
DP15001,43,0,0,,0,,585,34,0,0,,0,,103,43,0,0,,0,,585,591749,Defect Petition,-.6597,-.9992,11960,9,246,40248,,2015,2018
DP15002,604,4,0,0,0,,,3092,11,1,1,0,,,3609,15,1,1,0,,,517945,Defect Petition,-.6808,-.9966,10026,14,176,56262,,2015,2015
DP15003,211,0,0,,0,,62,1,0,0,,0,,0,212,0,0,,0,,62,15387,Defect Petition,.5859,-.7964,1005,1,8,2816,,2015,2015
DP15004,1,1,0,,1,1,1,0,0,0,,0,0,0,1,1,0,,1,1,1,58262,Defect Petition,0,-.9789,2785,2,29,10325,,2015,2017
DP15005,1,1,0,,0,,2,0,0,0,,0,,0,0,0,0,,0,,0,43000,Defect Petition,.6126,-.8401,0,0,0,0,,2015,2015
DP15006,6,0,1,1,0,,0,45,0,0,0,0,,301,45,0,1,1,0,,301,62016,Defect Petition,-.5106000000000001,-.9828,0,0,0,0,,2015,2016
DP15007,1,1,0,,0,,,1,1,0,,0,,,1,1,0,,0,,,18117,Defect Petition,-.6249,-.9403,0,0,0,0,,2015,2016
DP15008,41,0,2,2,0,,,0,0,0,0,0,,,41,0,2,2,0,,,1736,Defect Petition,-.7845,-.9949,0,0,0,0,,2015,2016
DP16001,1,0,0,,0,,,0,0,0,,0,,,1,0,0,,0,,,91205,Defect Petition,-.5106000000000001,-.8689,13164,8,259,387812,,2016,2017
DP16002,5,0,0,,0,,2,0,0,0,,0,,0,5,0,0,,0,,2,39627,Defect Petition,-.6597,.8442,623,1,29,596,,2016,2017
DP17001,1,0,0,,0,,1,0,0,0,,0,,,0,0,0,,0,,,17487,Defect Petition,-.5423,-.9509,0,0,0,0,,2017,2018
DP17002,0,0,0,,0,,39,0,0,0,,0,,0,0,0,0,,0,,39,29573,Defect Petition,-.2023,-.8016,694,0,13,3679,,2017,2017
DP17003,88,0,0,,0,,0,445,0,0,,0,,398,486,0,0,,0,,398,153859,Defect Petition,-.169,-.9865,1492,1,83,36705,,2017,2018
DP18001,3,0,0,,0,,24,16,0,0,,0,,0,19,0,0,,0,,24,172066,Defect Petition,-.4588,-.9882,18,8,35,214,,2018,2020
DP18003,404,404,12,14,1,1,2,2721,2721,73,89,1,1,3,3125,3125,85,103,1,1,5,3000000,Defect Petition,0,-.9932,8640,46,683,22822,,2018,2019
DP18004,46,0,0,,0,,608,131,0,0,,0,,3255,152,0,0,,0,,3566,270000,Defect Petition,-.3182,-.8442,0,0,0,0,,2018,2019
DP19001,129,3,3,3,0,,,750,12,4,4,0,,,843,14,5,5,0,,,674742,Defect Petition,-.34,-.9646,242,5,22,734,,2019,2019
DP19002,12,0,0,,0,,,0,0,0,,0,,,12,0,0,,0,,,19500,Defect Petition,0,-.9837,64,0,4,84,,2019,2019
DP19003,214,0,0,,0,,0,198,0,0,,0,,11,413,0,0,0,0,0,,11333,Defect Petition,-.4404,-.989,6,0,5,380,,2019,2020
DP20001,0,0,0,,0,,246,0,0,0,,0,,0,0,0,0,,0,,0,662109,Defect Petition,-.7845,-.9891,321,23,107,649,,2020,2021
DP20003,1,1,0,,1,1,,1,1,0,,1,1,,1,1,0,,1,1,,80000,Defect Petition,-.7003,,0,0,0,0,,2020,2021
DP20004,1,0,0,,0,,1,0,0,0,,0,,0,0,0,0,,0,,0,245000,Defect Petition,-.6808,-.9926,30,0,63,4058,,2020,2020
DP20005,31,2,2,,0,,1,77,0,0,,0,,0,107,0,0,,0,,0,374266,Defect Petition,-.7184,-.6516999999999999,733,2,211,62101,,2020,2021
EA09001,11,7,1,1,0,,0,34,11,0,0,0,,114,42,18,1,1,0,,114,399943,Engineering Analysis,-.7351,-.7717000000000001,180,7,262,25016,,2009,2010
EA09002,28,1,0,,0,,0,32,3,0,,0,,2424,58,4,0,,0,,2424,40028,Engineering Analysis,0,-.9291,8652,0,29,13776,,2009,2010
EA09003,17,13,0,0,0,,0,24,10,2,2,0,,927,41,23,2,2,0,,927,111034,Engineering Analysis,-.6808,-.9607,22,0,4,9,,2009,2010
EA09004,103,0,0,,0,,0,853,0,0,,0,,128057,956,0,0,,0,,128057,344722,Engineering Analysis,0,-.9947,10790,16,217,103004,,2009,2010
EA09005,2,0,0,,0,,0,85,0,0,,0,,5235,87,0,0,,0,,5235,13836,Engineering Analysis,-.7845,-.9965000000000001,56,0,1,27,,2009,2012
EA09006,93,0,0,,0,,0,83,0,0,,0,,14351,166,0,0,,0,,14351,50000,Engineering Analysis,-.3744,-.9883,1358,0,21,4621,,2009,2010
EA09007,1,0,0,0,0,0,0,5,0,0,0,0,0,38,6,0,0,0,0,0,38,6500,Engineering Analysis,0,.34,4,0,2,44,,2009,2009
EA09008,0,0,0,,0,,0,43,0,0,,0,,18116,43,0,0,,0,,18116,127593,Engineering Analysis,.0258,0,77,2,4,24,,2009,2010
EA09009,0,0,0,,0,,,3,0,0,,0,,,0,0,0,,0,,,1000,Engineering Analysis,-.1531,-.9986,0,1,0,1,,2009,2010
EA09010,0,0,0,,0,,,0,0,0,,0,,,0,0,0,,0,,,1000,Engineering Analysis,0,-.4337,0,0,0,0,,2009,2010
EA09011,281,0,0,0,0,0,0,688,0,0,0,0,0,478,969,0,0,0,0,0,478,43257,Engineering Analysis,0,.4767,108,6,45,982,,2009,2009
EA09012,2,0,0,,0,,0,0,0,0,,0,,159,2,0,0,,0,,159,30000,Engineering Analysis,-.296,-.9989,0,0,0,0,,2009,2010
EA09013,3,2,1,1,0,,0,33,12,6,6,0,,144,36,14,6,6,0,,144,1500000,Engineering Analysis,0,-.9995000000000001,24397,155,1086,339592,,2009,2013
EA09014,116,10,3,7,0,,0,736,9,0,0,0,,3817,817,17,3,7,0,,3817,412000,Engineering Analysis,-.5106000000000001,.7351,118,1,12,590,,2009,2010
EA09016,532,1,0,,0,,0,890,1,0,,0,,3715,1287,2,0,,0,,3715,205896,Engineering Analysis,-.8481,-.9945000000000001,6199,9,103,31562,,2009,2012
EA09017,42,0,0,0,0,,0,866,1,1,1,0,,927,908,1,1,1,0,,927,57228,Engineering Analysis,-.34,-.9939,78,0,10,217,,2009,2011
EA09018,106,2,0,,0,,131,15,0,0,,0,,36,115,2,0,,0,,167,120000,Engineering Analysis,-.7783,-.9413,91,23,121,3779,,2009,2010
EA09019,80,0,0,,0,,0,1030,0,0,,0,,32311,1110,0,0,,0,,32311,231717,Engineering Analysis,-.5423,-.0258,0,0,2,35,,2009,2011
EA10001,37,0,22,22,0,,6,281,0,99,99,0,,102,318,0,121,121,0,,108,1563098,Engineering Analysis,0,-.7227,9742,50,459,114753,,2010,2011
EA10002,35,32,0,0,0,,3,250,212,1,1,0,,38,260,221,1,1,0,,39,545700,Engineering Analysis,-.34,-.7003,14855,29,416,126755,,2010,2012
EA10003,3,3,0,,0,,196,27,64,0,,0,,746,30,67,0,,0,,942,1076975,Engineering Analysis,-.0772,-.9999,18123,43,178,44716,,2010,2012
EA10004,29,0,29,43,0,,0,419,0,170,232,0,,52546,448,0,199,275,0,,52546,266611,Engineering Analysis,-.5994,-.9601,16544,10,227,83922,,2010,2011
EA10005,9,0,0,,0,,,241,0,0,,0,,,250,0,0,,0,,,,Engineering Analysis,.2263,-.9911,0,0,0,0,,2010,2012
EA10006,240,0,0,,0,,0,950,0,0,,0,,4211,1179,0,0,,0,,4211,1290413,Engineering Analysis,.0608,-.9779,11654,21,319,125308,,2010,2010
EA10007,296,1,1,1,0,,55,184,7,4,4,0,,42,431,8,5,5,0,,80,425288,Engineering Analysis,-.872,-.5719,14690,24,373,120233,,2010,2011
EA11001,2514,79,17,17,0,,0,234,23,3,3,0,,238,2702,88,20,20,0,,238,2038504,Engineering Analysis,0,-.9846,51353,96,800,370867,,2011,2015
EA11002,22,5,0,,0,,9,113,37,0,,0,,36,135,43,0,,0,,45,328724,Engineering Analysis,-.5106000000000001,-.9583,143,0,43,354,,2011,2012
EA11003,176,0,0,,0,,,562,0,0,,0,,,713,0,0,,0,,,241279,Engineering Analysis,-.7506,-.9923999999999999,112,3,29,511,,2011,2015
EA11004,9,9,0,,0,,,45,43,0,,0,,,50,48,0,,0,,,149583,Engineering Analysis,0,-.5789,333,7,174,15481,,2011,2012
EA11005,1167,17,1,1,0,,8,679,3,1,1,0,,19,1741,20,2,2,0,,27,109000,Engineering Analysis,-.6808,-.995,0,0,4,34,,2011,2016
EA11006,503,5,1,1,0,,0,282,4,1,1,0,,8,700,8,1,1,0,,8,1340349,Engineering Analysis,-.872,-.9895,26348,157,944,347728,,2011,2011
EA11007,2,0,0,,0,,,15,0,0,,0,,,15,0,0,,0,,,1701,Engineering Analysis,,.6908,0,0,0,0,,2011,2012
EA11008,0,0,0,,0,,0,17,0,0,,0,,21,17,0,0,,0,,21,10,Engineering Analysis,-.5574,-.9744,0,0,0,0,,2011,2012
EA11009,20,0,0,,0,,0,75,0,0,,0,,361,84,0,0,,0,,361,317315,Engineering Analysis,0,-.6705,2133,0,51,8561,,2011,2012
EA11010,198,0,0,0,0,,0,721,1,1,1,0,,1,919,1,1,1,0,,1,622817,Engineering Analysis,-.2732,-.9981,7772,31,411,130096,,2011,2012
EA11011,1,0,2,2,0,,0,4,0,1,1,0,,9,4,0,2,2,0,,9,487,Engineering Analysis,-.34,-.9997,59,2,2,25,,2011,2013
EA11012,74,0,0,,0,,38,127,0,0,,0,,373,201,0,0,,0,,395,431244,Engineering Analysis,-.765,-.985,541,18,409,39341,,2011,2012
EA11013,37,0,0,,0,,8,22,0,0,,0,,5,54,0,0,,0,,13,209724,Engineering Analysis,-.6908,-.987,4083,12,112,37865,,2011,2012
EA11014,1172,3,1,1,0,,0,3620,7,1,1,0,,30560,4787,10,2,2,0,,30560,334728,Engineering Analysis,-.0516,-.9953,0,0,0,0,,2011,2014
EA11015,69,5,1,1,0,,0,166,10,1,1,0,,1563,227,13,2,2,0,,1563,58835,Engineering Analysis,-.5423,-.9877,7179,0,94,68406,,2011,2014
EA12002,1,1,0,,0,,,9,3,0,,0,,,10,4,0,,0,,,121708,Engineering Analysis,0,.6808,25,0,0,0,,2012,2013
EA12003,78,0,0,,0,,0,52,0,0,,0,,1,106,0,0,,0,,1,196667,Engineering Analysis,-.3818,-.996,9122,10,125,35876,,2012,2013
EA12004,170,14,0,0,0,,0,619,77,4,4,0,,20400,742,80,4,4,0,,20400,486759,Engineering Analysis,-.34,-.9573,35128,12,421,175492,,2012,2013
EA12005,18,16,9,9,8,12,21,63,59,47,34,38,44,0,69,63,53,38,38,56,21,5100000,Engineering Analysis,.3818,.884,20981,76,781,270646,,2012,2014
EA12006,58,58,2,2,0,,0,319,319,13,13,0,,251,377,377,15,15,0,,251,1424747,Engineering Analysis,-.34,-.9948,23752,62,1513,672375,,2012,2013
EA12007,1,2,2,50,1,2,,3,1,1,0,1,2,,4,2,2,50,1,2,,325,Engineering Analysis,-.6808,-.9887,146,6,56,18,,2012,2015
EA12008,1,0,1,1,0,,3,1,0,1,1,0,,0,1,0,1,1,0,,3,186254,Engineering Analysis,-.4215,.959,51,1,10,247,,2012,2013
EA12009,14,0,0,,0,,,35,1,0,,0,,,45,1,0,,0,,,82579,Engineering Analysis,-.5423,-.854,19953,14,326,57975,,2012,2014
EA13001,192,0,0,,0,,,,0,0,,0,,,,0,0,,0,,,,Engineering Analysis,,.2679,0,0,0,0,,2013,2014
EA13002,49,0,0,,0,,22,86,0,0,,0,,18,106,0,0,,0,,25,87803,Engineering Analysis,-.296,-.9853,170,3,36,2135,,2013,2013
EA13003,945,0,0,,0,,10,393,0,0,,0,,0,1338,0,0,,0,,16,281727,Engineering Analysis,0,-.9403,0,0,0,0,,2013,2014
EA13004,7,0,0,,0,,0,12,0,0,,0,,17,18,0,0,,0,,17,805213,Engineering Analysis,-.8885,-.9948,5384,7,53,13166,,2013,2013
EA13005,855,7,1,1,0,,0,4664,9,2,2,0,,70037,5395,16,3,3,0,,70037,2440524,Engineering Analysis,-.743,-.9938,26189,35,579,466988,,2013,2014
EA13006,55,0,0,,0,,,15,0,0,,0,,,70,0,0,,0,,,50184,Engineering Analysis,.0258,-.2732,0,0,0,0,,2013,2014
EA13007,138,5,2,2,0,,0,90,0,0,0,0,,154,200,5,2,2,0,,154,103158,Engineering Analysis,-.5423,-.984,14059,2,49,24349,,2013,2014
EA13008,163,3,1,1,0,,0,380,2,0,0,0,,23980,492,5,1,1,0,,23980,252867,Engineering Analysis,-.5719,-.9958,15,4,69,1949,,2013,2014
EA14001,6,6,2,2,0,,0,40,37,3,3,0,,51,42,39,3,3,0,,51,661888,Engineering Analysis,-.5106000000000001,-.9826,2738,0,63,12436,,2014,2014
